953, 1723, 1066, 973, 1386, 1340, 1170, 1100, 1213, 1040
883, 1050, 1070, 903, 783, 1000, 1033, 943, 910, 913
996, 890, 880, 986, 993, 756, 1290, 1010, 983, 796
923, 1030, 863, 976, 876, 1100, 1146, 870, 1003, 970
2130, 1173, 1290, 970, 1266, 1800, 1010, 1820, 1436, 1330
1266, 1246, 1156, 1340, 1216, 1433, 1173, 1090, 1156, 1193
1403, 1900, 1780, 1130, 1063, 1050, 1093, 1766, 1686, 1713
1933, 1933, 2396, 1720, 2100, 2200, 1943, 2056, 2023, 2170
1123, 1223, 1210, 880, 1046, 1236, 1306, 776, 1133, 1013
1400, 1000, 1316, 1426, 1523, 1256, 1033, 1200, 1223, 1233
4796, 5296, 4740, 5230, 4416, 4266, 3946, 5050, 3556, 4683
7940, 6930, 6360, 6956, 7983, 7136, 6230, 6850, 8226, 7270
2173, 1993, 2010, 2483, 2026, 2496, 2093, 2473, 2373, 2563
5143, 6136, 6493, 5270, 4383, 6673, 4806, 4633, 5590, 4920
3813, 4276, 3346, 3546, 3473, 3520, 3210, 3306, 5013, 3723
11446, 10000, 11273, 11763, 11500, 9500, 9643, 9843, 8220, 10803
1430, 1106, 1396, 1710, 1610, 1756, 1710, 1723, 1320, 1783
1773, 1383, 1950, 1926, 1700, 1880, 1970, 2013, 2190, 1810
0, 13703, 10866, 8753, 7616, 8723, 13096, 0, 9130, 6630
2633, 2753, 2330, 2730, 2386, 2463, 2210, 2613, 2583, 2580
7223, 6073, 6450, 7136, 5670, 7870, 6506, 7736, 6853, 6686
3793, 4770, 4253, 3146, 3310, 2700, 5050, 3876, 4766, 3510
4503, 4330, 3813, 3570, 4710, 3473, 3543, 4730, 4203, 3633
7640, 5453, 7216, 6696, 7270, 7026, 6776, 7010, 6406, 5600
6160, 5786, 5933, 6183, 5783, 6350, 5660, 7216, 6203, 6436
5693, 5603, 5576, 5260, 5450, 5713, 5863, 5703, 5706, 5743
2640, 2550, 3050, 2680, 2853, 2676, 2490, 3316, 2670, 2930
5886, 5780, 5733, 6516, 6266, 6176, 5803, 6656, 6460, 5763
8380, 7183, 6703, 8380, 7153, 7923, 7800, 7993, 8643, 8260
7060, 6763, 6893, 6446, 7693, 7690, 7646, 6333, 6143, 6610
6396, 5600, 6283, 6210, 5666, 5440, 5526, 7010, 5156, 5300
7010, 9716, 5456, 7706, 6546, 8756, 7513, 0, 0, 7430
6593, 6950, 6363, 6426, 6426, 6470, 6180, 6973, 6710, 5920
3640, 4610, 5773, 5163, 4006, 4846, 4270, 3900, 3310, 4340
4020, 2920, 4080, 3606, 3783, 3643, 3820, 4376, 3533, 3653
6656, 8006, 9390, 6766, 8016, 6213, 7896, 5520, 7286, 8440
3766, 3790, 4973, 4103, 3816, 4326, 4276, 3833, 3840, 4066
4793, 5190, 5410, 5023, 4783, 5120, 5206, 5460, 5053, 6306
1463, 1366, 1413, 1863, 1366, 1430, 1483, 1586, 1910, 1070
890, 1293, 830, 1026, 970, 1056, 950, 1000, 943, 1243
1386, 1256, 1046, 1096, 1266, 1596, 1446, 786, 1046, 1160
1036, 1156, 1096, 1146, 1043, 1213, 1446, 1233, 1263, 1103
990, 1496, 1450, 913, 1426, 1070, 1620, 1146, 943, 1533
1466, 1286, 1446, 1720, 2403, 1450, 1270, 1760, 2383, 1886
1500, 1630, 1606, 1916, 1810, 2680, 2170, 1783, 1423, 2576
2000, 1656, 1510, 1643, 2066, 1943, 1930, 1566, 1850, 1356
2850, 2060, 2160, 1443, 1376, 1963, 1653, 2123, 1563, 1523
1413, 1123, 1376, 1233, 1056, 1096, 930, 1116, 1180, 1006
890, 1060, 1020, 1956, 1066, 1070, 1180, 1066, 1116, 1046
2323, 1706, 1973, 1796, 1840, 2256, 1850, 1743, 1860, 1556
4743, 4720, 3453, 3690, 4736, 3783, 4390, 5000, 4310, 4310
4096, 5256, 3916, 5373, 4713, 6633, 3310, 4996, 6023, 5036
1386, 1713, 1130, 2043, 1756, 1520, 1660, 1423, 1996, 1706
5280, 6283, 5010, 6456, 4700, 5686, 3996, 5450, 6413, 5726
