1173, 1620, 1653, 1300, 1353, 1303, 1286, 1730, 1323, 1236, 1473, 1076, 1176, 1326, 860, 1343, 1720, 1463, 1323, 1326, 1820, 1610, 1370, 2046, 1860, 1253, 1320, 1673, 1630, 1150
1296, 1283, 1870, 1386, 1260, 1080, 1003, 1500, 1076, 1190, 1403, 1470, 1200, 1176, 1070, 996, 1330, 1896, 1190, 1300, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1276, 1093, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1990, 2003, 2260, 1946, 1966, 2153, 1683, 2130, 2093, 1623, 1436, 2386, 1996, 1840, 2310, 1653, 1933, 1960, 2030, 1686, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1346, 1306, 1153, 1256, 980, 1156, 1076, 1246, 1676, 1370, 1623, 1426, 1673, 1230, 1650, 1663, 1310, 1176, 1373, 1350, 1306, 1643, 1206, 1803, 1226, 1286, 1730, 1460, 1260, 1396
1206, 1233, 1183, 1623, 1850, 1246, 1453, 1100, 1276, 1776, 1080, 1103, 1136, 1046, 1443, 1163, 1336, 900, 1316, 1636, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
833, 1010, 1390, 1150, 1043, 1140, 1003, 1316, 1220, 2343, 1193, 1100, 1040, 1010, 1070, 1173, 1120, 1293, 1036, 1273, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1773, 1196, 1256, 1300, 1163, 1573, 1173, 1123, 1786, 1226, 1076, 1356, 1370, 1246, 1000, 996, 1226, 1300, 1243, 1043, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1376, 1733, 1293, 1320, 1673, 1210, 1353, 1080, 1353, 1003, 1383, 930, 1293, 1326, 1120, 1230, 1280, 1246, 1246, 1433, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1330, 1300, 1293, 1113, 1283, 1223, 1190, 1776, 1800, 1183, 1053, 1080, 1383, 1120, 1120, 876, 970, 1596, 1543, 923, 1020, 1246, 1360, 966, 1896, 1116, 1043, 1480, 1543, 1940
1266, 1333, 1856, 1240, 1200, 1946, 1370, 1850, 1260, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1596, 1736, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
943, 1273, 1263, 1310, 1293, 1153, 1056, 1466, 1136, 1443, 1846, 1123, 1086, 2080, 1526, 2240, 1353, 1140, 1233, 1163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
