2700, 3003, 3186, 3443, 2453, 3060, 3416, 2420, 3186, 2860
3096, 1720, 2183, 2920, 2103, 3140, 3050, 2556, 2583, 3193
1993, 1976, 2146, 2663, 2306, 2300, 2793, 2116, 2206, 2276
2490, 2060, 2323, 2603, 1780, 2216, 2246, 1980, 2183, 2436
6026, 4596, 5370, 4850, 4040, 5190, 5680, 4770, 5066, 5210
2816, 2663, 2620, 3193, 2833, 3250, 2733, 3106, 2776, 2256
6950, 8160, 8270, 5626, 6403, 6690, 6350, 6210, 8150, 6170
4600, 6206, 5886, 7673, 4666, 6593, 4733, 5753, 4713, 4716
6930, 7153, 6760, 6406, 6170, 6873, 6066, 5680, 7136, 6373
3323, 4373, 3206, 3956, 3750, 3290, 4113, 4243, 3776, 3453
6330, 5100, 6356, 5000, 5050, 4883, 5500, 3996, 4886, 4790
7903, 6410, 6626, 7680, 8333, 9050, 6626, 6410, 8150, 7986
8666, 9530, 8620, 9160, 7530, 8990, 8226, 8110, 8653, 8743
3206, 3326, 3203, 4796, 3230, 3323, 3030, 3220, 3250, 3266
3166, 3223, 3426, 3093, 3103, 3266, 3113, 3446, 3216, 3270
12753, 10636, 8656, 10460, 8586, 9983, 9946, 9126, 9183, 10720
4693, 4956, 5060, 4616, 4906, 4700, 5923, 4846, 5180, 5460
8883, 9486, 8293, 7973, 7006, 7973, 7766, 6940, 8183, 7103
9570, 8813, 8703, 9966, 9200, 9023, 11196, 9580, 9093, 8500
4796, 4606, 3703, 4196, 3363, 6143, 6403, 4603, 4636, 5203
12403, 8150, 9446, 8396, 9890, 8883, 8033, 8830, 8003, 8670
10190, 10413, 10666, 9493, 9556, 9443, 9770, 9720, 9203, 10060
3210, 3236, 3273, 3200, 3260, 3276, 3266, 3220, 3316, 2973
4860, 6003, 5000, 4873, 5520, 7736, 7663, 6333, 5023, 6243
12123, 12013, 0, 0, 11030, 0, 0, 12416, 12560, 0
0, 11233, 9066, 10056, 10693, 11683, 10770, 12640, 10616, 9176
8126, 8930, 8576, 7766, 6816, 6196, 9560, 7850, 7260, 6863
10393, 9803, 11060, 9480, 9670, 10646, 13226, 10263, 9416, 9823
9526, 9543, 9103, 8926, 8543, 10293, 9023, 9446, 10046, 9700
10930, 11086, 12556, 12520, 11583, 11183, 12630, 11343, 11876, 13160
12590, 9423, 7946, 8710, 8570, 8520, 8393, 7486, 8896, 8786
0, 0, 0, 13736, 0, 0, 0, 0, 0, 0
0, 0, 11406, 0, 0, 9853, 0, 14383, 11173, 9720
2106, 3296, 2143, 3280, 2643, 3236, 2650, 2516, 3110, 3003
4643, 4580, 5150, 5666, 6796, 5056, 5276, 5860, 5033, 4870
12656, 9563, 8373, 9876, 8273, 8223, 8940, 8750, 8923, 9230
7453, 7240, 7193, 6553, 7263, 7380, 6166, 6360, 6640, 7566
10593, 0, 11310, 9880, 9373, 9240, 11400, 9210, 0, 11353
3333, 3380, 3163, 3136, 3136, 3116, 3213, 3480, 3260, 3020
1583, 1506, 1830, 1610, 1430, 1716, 1526, 1543, 1560, 1610
1716, 1590, 1770, 1510, 1613, 1826, 1663, 1960, 1650, 1710
1390, 1683, 1613, 1616, 1686, 1763, 1580, 1706, 1723, 1706
2066, 1950, 1653, 1656, 1646, 1660, 1853, 1776, 1890, 2170
2006, 3156, 2226, 2170, 2953, 3030, 3080, 2303, 3353, 2106
3543, 4410, 4716, 3440, 4616, 4600, 4700, 3500, 4423, 4476
2530, 1990, 2990, 2490, 2316, 2580, 2136, 2370, 2880, 2126
1570, 1520, 1613, 1496, 1523, 1683, 1670, 1630, 1563, 1466
1653, 1493, 1630, 1616, 1800, 1706, 1683, 1446, 2083, 1840
1703, 1853, 1980, 1806, 2046, 1940, 1786, 2126, 1793, 1870
1813, 2106, 1950, 1890, 2350, 1786, 1876, 3146, 1846, 1853
7936, 4896, 5023, 5143, 5203, 6306, 5380, 5066, 4736, 4973
5626, 5936, 6406, 6070, 5706, 6093, 6183, 5636, 4720, 6340
3170, 3240, 4236, 3176, 3686, 4306, 3093, 3516, 3183, 3200
3893, 3533, 4523, 4766, 4753, 5150, 3830, 4803, 4890, 3853
1700, 1673, 1790, 1643, 1723, 1723, 1753, 1660, 2040, 1680
